CHLAMYDIA_CASES,SINGLE_PARENT_HOUSEHOLDS,LBW_BIRTHS,INJURY_DEATHS,DRUG_POISONING_DEATHS,LIMITED_TO_HEALTHYFOOD,PRIMARY_CARE_PHYSICIANS,PREMATURE_DEATHS,CHILD_TOTAL_DEATHS,DENTISTS,TEEN_BIRTHS,CHILDREN_IN_POVERTY,PREMATURE_TOTAL_DEATHS,MEDICARE_ENROLLEES,NOT_PROFICIENT_IN_ENGLISH,SEVERE_HOUSING_PROBLEMS,DRIVING_DEATHS,UNEMPLOYED,DIABETICS,UNINSURED_CHILDREN,MOTOR_VEHICLE_DEATHS,LABOR_FORCE,SOME_COLLEGE,PCT_NOT_PROFICIENT_IN_ENGLISH,SOME_COLLEGE_POPULATION,MAMMO_MEDICARE_ENROLLEES,DRIVE_ALONE,AGE_65_AND_GREATER,ALC_IMPAIRED_DRIVING_DEATHS,WORKERS,UNINSURED_ADULTS,HOUSEHOLDS,TEEN_POPULATION,UNINSURED,LIVE_BIRTHS,COHORT_SIZE,POPULATION,PCT_NO_SOCIAL_EMO_SUPPORT,PCT_RURAL,PCT_SEVERE_HOUSING_PROBLEMS,TEEN_BIRTH_RATE,HIV_RATE,GRADUATION_RATE,PCT_FOOD_INSECURITY,DRUG_POISONING_MORTALITY_RATE,DENTISTS_RATIO,FOOD_ENVIR_INDEX,PRIMARY_CARE_PHYS_RATIO,PCT_ALC_IMPAIRED,PCT_SINGLE_PARENT_HOUSEHOLDS,PCT_UNINSURED_CHILDREN,INJURY_DEATHS_RATE,CHLAMYDIA_RATE,OTHER_PCP_RATE_PREV,NON_HISPANIC,State,COUNTY,STATE_SHORT,VIOLENT_CRIME_RATE,HOMICIDE_RATE,FUND_AMOUNT,FUNDED_IND,ANNUAL_VIOLENT_CRIMES
31,229,20,24,0,321.5405654,2,68,17,1,35,186,68,1114,99,170,7,148,94,99,12,3120,791,1.648626145,1404,83,2589,20.39399322,0,3289,573,1488,1559,663,472,71,6193,15.4,58.37202105,6.23853211,22.45028865,1054,97.5,11,0,1230,8.462146521,362,0,15.38978495,6.63538874,72.9,195.05,2335,92.1307314,IOWA,OSCEOLA,IA,25.85850228,0,0,0,1.666666667
33,799,79,55,0,2384.122167,11,222,17,14,147,697,222,2789,165,660,6,389,296,151,21,7214,2282,1.099120703,3615,193,5650,20.11073633,1,6915,1040,3145,3598,1178,1231,180,15713,18.8,33.35425559,10.32056294,40.85603113,1245,88.15277778,12.3,0,1552,7.16895097,1441,16.66666667,25.40540541,4.424260182,68.3,206.4,2867,92.35316312,IOWA,PAGE,IA,124.328311,0,0,0,19.66666667
15,506,52,31,0,890.9941033,6,98,17,2,47,304,98,1894,52,430,12,210,151,95,14,5130,1396,0.590238366,1947,127,3615,20.99191375,0,4464,703,2043,2183,790,777,135,9275,17.4,61.49028766,10.8040201,21.53000458,1054,88.83333333,10.9,0,988,8.018093562,1535,0,24.76749878,4.439252336,65.2,159.3,2342,96.25588361,IOWA,PALO ALTO,IA,145.7104272,0,0,0,13.66666667
45,1077,131,71,0,159.4668743,11,193,17,13,111,629,193,3282,290,555,19,598,296,243,45,14424,3703,1.245276537,5568,204,10550,17.11567029,7,13534,1573,6356,6287,1787,2137,333,24907,12.7,62.93924598,5.660377359,17.65547956,1054,93.20570571,9.3,0,2047,9.250035063,2031,36.84210526,16.94461926,3.71275783,57,180.8,1054,94.93085705,IOWA,PLYMOUTH,IA,94.17209277,0,0,0,23.33333333
9,451,39,52,0,662.8928281,2,80,17,4,54,279,80,1771,22,210,3,174,169,84,20.5,4229,899,0.317094264,1364,123,2617,22.62937063,2,3596,522,1572,1789,597,537,223,7150,12.4,100,6.334841629,30.18446059,1054,91.06140351,10.8,0,1968,8.078320664,471,66.66666667,28.68956743,5.263157895,62.5,125.3,850,95.6841521,IOWA,POCAHONTAS,IA,72.39819005,0,0,0,5.333333333
2033,32547,3357,1135,275,26484.4754,443,3986,241,290,3727,18807,3986,37538,11813,22400,151,12789,3795,4336,272,235523,93389,2.959361081,127839,2914,184876,11.19650222,37,226602,31819,109021,93511,35771,46821,4643,443710,15.5,4.908740479,13.30561331,39.85627359,226,86.47017015,12.9,9.528495399,1797,7.961910332,1074,24.50331126,29.85388136,3.808085155,54.2,464.8,2872,80.44174487,IOWA,POLK,IA,331.9685565,2.73727686,375000,1,1431.333333
301,8058,663,275,58,11342.31687,42,1153,49,44,914,3800,1153,10728,1577,5145,75,2148,1270,988,87,47024,13794,1.820301498,22856,915,38632,14.90534156,16,46444,8125,21916,22641,9027,8763,1116,92913,18.6,26.41963116,14.16379904,40.36924164,1587,82.40143369,12.3,9.071004066,2181,7.457694774,2008,21.33333333,36.76765833,4.285404468,59.9,321.9,2218,89.527121,IOWA,POTTAWATTAMIE,IA,720.0514994,3.753518924,0,0,663.6666667
42,1127,83,54,0,880.3279606,15,178,17,10,109,545,178,3118,108,835,25,503,257,154,24,9936,2535,0.603183468,3720,233,6839,19.19299744,1,9693,1145,3982,5697,1282,1360,212,18736,12.1,51.99323253,10.91503268,19.13287695,1022,92.66509434,12,0,2019,8.296127331,1280,4,28.30236062,3.822288409,56.8,223.4,2602,93.49649607,IOWA,POWESHIEK,IA,108.0353506,0,0,0,20.33333333
4,264,25,52,0,176.3285989,3,52,17,1,35,328,52,947,39,230,6,117,98,94,20.5,2452,651,0.815387832,951,74,1752,24.01883831,1,2214,438,1264,1051,526,430,70,5096,15.4,100,11.11111111,33.30161751,1054,95.57142857,11.3,0,1086,8.561721463,1640,16.66666667,20.88607595,7.419100237,62.5,78.1,2164,96.57333072,IOWA,RINGGOLD,IA,126.7060059,0,0,0,19.33333333
7,498,35,39,0,661.8468649,6,119,17,3,42,324,119,2055,13,430,8,242,160,151,24,5698,1367,0.134075908,2045,122,4110,22.49581405,2,5116,811,2306,2152,951,768,75,10153,15.4,100,9.481808159,19.51672863,1054,92.5,10,0,564,8.514563839,1641,25,21.59583695,6.439232409,74.4,68.4,2174,96.37929347,IOWA,SAC,IA,63.33739342,0,0,0,6.5
925,13265,1135,441,112,4820.203742,132,1729,82,112,1661,6994,1729,17532,1658,8670,62,5605,1800,1992,101,87584,32424,1.074718194,43208,1353,69479,13.69024698,19,80524,13101,40045,38428,14939,15979,1980,168799,13.2,13.51074904,13.07297949,43.22369106,156,83.30757576,14,9.937958743,1779,8.077350594,1291,30.64516129,33.12523411,4.749868854,54.4,553.6,1812,82.6575903,IOWA,SCOTT,IA,505.1929321,3.992929852,0,0,836
20,588,46,35,0,1013.13008,7,121,17,6,55,330,121,2201,45,535,15,273,205,121,19,8070,1620,0.390320063,2361,146,4704,21.79136631,5,5965,791,2836,3057,899,834,155,12069,18,59.44768637,10.55226825,17.99149493,1054,96.58064516,10.4,0,2113,8.234801992,1652,33.33333333,20.73342736,4.204308548,56.8,166.1,1831,96.58949465,IOWA,SHELBY,IA,14.16229996,0,0,0,1
37,1014,180,70,0,437.2657968,24,193,24,15,204,862,193,4091,780,940,21,677,305,568,34,19757,4664,2.502004812,7449,289,12772,14.30780904,4,18285,2698,8934,11082,3216,3580,316,34268,11.9,50.82482791,8.159722222,18.40822956,407,91.13132911,8.9,0,2294,9.261515556,1411,19.04761905,11.34989926,6.032285472,41.9,109.1,1698,89.0348036,IOWA,SIOUX,IA,92.02585284,0,0,0,21.5
288,3192,403,157,26,6786.155711,66,516,26,41,276,1801,516,8069,714,6085,19,1898,752,736,56,48064,18196,0.839437083,20866,557,34504,10.3609831,2,48514,6626,15572,32112,7242,6894,805,91140,10.9,16.93506958,17.77940102,8.594917788,1041,94.21428571,15.2,4.307666819,2259,7.355598977,1363,10.52631579,20.49833034,4.539567014,35.8,321.2,1197,86.57064834,IOWA,STORY,IA,279.4509874,0,0,0,248.6666667
69,1610,143,69,0,1183.870047,4,186,17,3,169,799,186,2853,264,745,12,573,300,344,29,8666,2413,1.583493282,3870,203,6498,18.83553832,4,8250,1660,4332,4473,1972,1557,195,17536,19.3,72.39826645,10.55240793,37.78224905,1054,89.71794872,12.1,0,1192,8.068213345,638,33.33333333,37.16528163,7.492920932,76.8,389.9,1908,83.96531202,IOWA,TAMA,IA,202.4877061,0,0,0,30.33333333
8,385,27,20,0,168.3137702,8,82,17,3,45,272,82,1254,82,310,6,132,117,92,20.5,3322,804,1.379310345,1378,98,2235,20.89239691,1,3000,559,1459,1310,644,489,223,6208,16.3,100,11.54562384,34.35114504,1054,91.06140351,11,0,2156,8.701445056,1663,16.66666667,26.38793694,6.005221932,62.5,126.9,1781,91.88410437,IOWA,TAYLOR,IA,5.295207837,0,0,0,0.333333333
39,1001,79,49,0,669.9565138,10,158,11,4,107,609,158,2055,9,790,10,351,212,121,17,6861,1716,0.076850824,2757,153,4919,18.40558996,0,6243,1005,2938,3002,1116,1080,133,12594,11.2,39.22929631,14.83568075,35.64290473,1054,93.19548872,13.7,0,449,7.88579971,1281,0,34.07079646,3.985507246,79,310.9,1035,95.64766839,IOWA,UNION,IA,195.3125,0,0,0,24.33333333
10,373,48,31,0,2661.227968,5,94,17,1,52,453,94,1382,32,365,9,232,144,109,17,3687,901,0.45114902,1631,103,2393,20.06980803,2,3471,644,1732,1752,745,666,223,7449,14,100,11.77419355,29.6803653,1054,91.06140351,13.3,0,1358,4.879333898,1480,22.22222222,21.53579677,5.90146183,81.1,133.2,2934,97.38562092,IOWA,VAN BUREN,IA,148.9268506,0,0,0,11.33333333
127,2733,242,108,12,3984.339081,26,473,19,21,451,1718,473,5052,1148,1835,22,1298,542,387,47,17899,4310,3.465869637,8505,371,12749,16.69399989,2,15977,3237,7929,8628,3591,3370,407,35366,12.6,30.46736842,12.42803928,52.27167362,1293,82.02702703,14.3,4.813767375,1894,7.161710879,1366,9.090909091,34.46840711,4.64362851,60.8,358.5,2763,87.19455352,IOWA,WAPELLO,IA,363.1462693,0,0,0,129.3333333
77,3048,260,117,17,2234.8932,28,468,20,15,251,1353,468,4934,67,1355,28,1291,499,404,49,25332,8176,0.154963456,11140,384,19750,14.30125184,5,24234,2622,11886,12339,2977,3711,617,46891,14.5,41.9556517,7.96590241,20.34200503,573,93.53970827,10.3,5.438781713,436,8.616261951,1614,17.85714286,25.64361434,3.28562134,51.6,164.8,285,95.61375287,IOWA,WARREN,IA,155.5862708,0,125000,1,71.66666667
42,1125,110,76,0,508.0295214,14,207,17,8,132,815,207,3696,228,1025,16,528,355,328,24,11856,3285,1.117099461,4970,247,8182,17.65994342,4,11183,1873,5346,4851,2173,1915,252,21914,14.9,69.46185035,11.69423845,27.21088435,945,85.28769841,11.2,0,213,8.695100828,1529,25,21.04377104,5.850874064,70.3,192.2,817,92.54271449,IOWA,WASHINGTON,IA,312.7599914,0,0,0,67.66666667
9,424,50,30,0,1105.726374,6,96,17,6.5,62,402,96,1229,8,330,5,157,135,103,20.5,3213,699,0.13418316,1193,100,2015,22.63556116,0,2719,591,1485,1457,688,586,223,6344,15.4,100,12.04379562,42.55319149,1054,91.06140351,11.7,0,2263,7.049948032,1128,0,28.55218855,6.736429039,93.7,142.7,490,97.2951722,IOWA,WAYNE,IA,47.28380792,0,0,0,3
182,3016,207,159,35,2358.806368,24,494,20,24,359,1621,494,5717,207,1820,33,1281,556,320,47,18074,5219,0.580189473,8722,409,14639,17.05792397,2,17679,2880,8101,9251,3166,3258,402,37273,14.6,33.91208271,11.42139944,38.8066155,629,81.40547264,15.2,13.01052366,1810,7.497794108,1534,6.060606061,37.22997161,3.754546521,83,483.3,2964,89.84047909,IOWA,WEBSTER,IA,434.0497629,3.717292473,0,0,165.6666667
19,426,66,38,0,601.2685504,5,105,17,8,75,359,105,2101,81,510,5,290,174,108,12,5000,1609,0.791479383,2247,168,4141,20.14150943,0,5543,750,2324,2760,847,824,198,10600,11.5,66.12368857,10.82802548,27.17391304,1054,93.61111111,11.9,0,1654,8.225043727,1957,0,18.33046472,4.530201342,69.3,176.1,867,94.24440299,IOWA,WINNEBAGO,IA,104.3424889,0,0,0,11.33333333
27,618,82,45,0,677.8158755,13,138,17,13,54,438,138,2928,92,710,12,564,209,194,16,12111,2880,0.460898753,4091,179,7462,17.28312996,2,11578,1309,4228,7464,1479,1377,256,21061,16.5,58.98081307,9.021601017,7.234726688,1054,95.77148438,10.9,0,1857,8.663952591,1574,16.66666667,14.61684011,4.474169742,42.8,128.4,2518,95.57013166,IOWA,WINNESHIEK,IA,26.95716981,0,0,0,5.666666667
488,9348,788,266,51,12544.07149,64,1037,57,63,1276,5783,1037,10173,3920,5150,43,2820,1077,1539,79,53379,14850,4.164674635,25269,695,40808,13.18178709,16,50569,11179,26645,25998,12569,11310,1287,102323,17.7,17.45683749,13.29375323,49.08069852,1460,86.67132867,13.4,7.200816657,1861,7.227895753,1560,37.20930233,35.08350535,5.503307706,52.6,476.1,2522,77.31970826,IOWA,WOODBURY,IA,350.6441499,2.82384967,0,0,359
6,546,24,23,0,84.91462035,1,83,17,2,39,226,83,1254,19,305,16,229,134,98,10,4189,1137,0.26477146,1703,101,3112,19.07168507,3,3901,564,1725,1708,654,556,110,7519,12.2,100,9.298780488,22.83372365,1054,96.68181818,12.2,0,738,8.622426832,906,18.75,31.65217391,5.48098434,60.3,79.5,1,96.19701571,IOWA,WORTH,IA,48.11898513,0,0,0,3.666666667
17,716,75,53,0,284.268534,6,151,17,2,134,521,151,2320,398,410,5,387,241,172,19,6956,1671,3.221107154,2763,148,4869,21.16080363,1,6271,1118,2996,2926,1273,1153,190,12991,23.8,56.79945574,7.394048693,45.79630895,1054,93.22368421,12.6,0,1272,8.435942326,1972,20,23.89853138,5.475963069,79.2,130.1,1997,88.50812634,IOWA,WRIGHT,IA,117.1698964,0,0,0,13
28,1068,77,60,0,1785.185028,4,197,18,7,174,860,197,2130,27,475,19,480,229,203,40,7507,1730,0.214762965,2926,171,5285,18.26713717,8,6166,1341,3079,3623,1524,1177,164,13319,14.3,57.15354125,8.520179372,48.02649738,1038,90.79268293,14,0,2038,6.997147727,401,42.10526316,34.68658655,6.284829721,89,210,2427,91.59474672,KANSAS,ALLEN,KS,321.5955463,0,119139,1,39.66666667
24,659,56,28,0,753.2758986,4,96,18,3,81,444,96,1484,25,360,14,282,178,156,18,4248,851,0.333644735,1784,120,2755,20.17178224,7,3697,841,2056,1795,986,761,91,7917,11.6,58.82498149,11.28526646,45.12534819,1302,95.35714286,13.3,0,151,7.556343148,1869,50,32.05252918,7.439198856,69.3,297.4,718,95.42069993,KANSAS,ANDERSON,KS,363.1702628,0,0,0,28.33333333
49,1478,122,49,10,1321.423427,8,217,18,6,194,867,217,2513,24,655,22,582,216,228,20,8536,2000,0.15185068,3539,184,5708,15.81514304,7,7422,1586,3981,5497,1791,1520,198,16813,17,34.15268258,10.53054662,35.29197744,1217,84.04040404,15.4,8.454729153,251,7.292004757,1919,31.81818182,37.12635016,5.474189676,58,291.8,1473,89.10649443,KANSAS,ATCHISON,KS,239.9746143,0,0,0,40.33333333
15,390,31,20,0,202.6935245,4,62,18,3,45,171,62,982,14,200,7,104,95,104,18,2800,654,0.30527693,948,81,2063,20.75704588,2,2491,501,1027,1199,594,437,292.5,4861,9,100,8.676789588,37.53127606,1302,85.45696823,11.1,0,177,8.525668713,1256,28.57142857,37.97468354,8.996539792,81.6,306.9,33,94.66177669,KANSAS,BARBER,KS,152.817574,0,0,0,5.333333333
87,1546,196,95,0,2116.059375,15,328,13,13,340,1482,328,4224,1059,940,21,672,472,586,25,16173,3477,4.130426304,6163,319,11291,16.74347716,6,13639,3417,6717,7266,3949,2642,356,27557,15.6,31.75543832,8.195292066,46.79328379,35,81.32022472,12.2,0,2185,7.94650632,1749,28.57142857,23.01622748,8.316775475,69.1,312.5,2977,83.02997472,KANSAS,BARTON,KS,362.9415087,0,0,0,100.6666667
34,1159,116,60,15,1154.295762,8,211,12,3,221,1145,211,2302,1,615,20,508,271,255,28,8095,2187,0.007134703,3289,168,5261,17.7955293,7,6464,1576,3803,3784,1805,1557,204,14897,20.2,47.9667831,10.53984576,58.4038055,1207,85.56372549,14.7,14.204949,1057,7.452266519,1758,35,30.47594005,6.563706564,79.5,226.9,2935,91.65106952,KANSAS,BOURBON,KS,316.0220995,0,0,0,47.66666667
28,921,58,46,0,259.0120671,10,142,10,3,136,615,142,1710,67,395,13,278,189,205,19,5584,1161,0.722294092,2153,129,3555,18.66207874,5,4544,1097,2489,2287,1283,1013,127,9881,17.7,68.43950321,9.681372549,59.46655007,1302,85.6496063,15,0,518,7.911497894,1085,38.46153846,37.00281237,7.836391437,91.8,279.7,2744,84.27269997,KANSAS,BROWN,KS,185.4866185,0,0,0,16.33333333
172,3935,382,218,54,3821.201789,41,716,42,16,522,2233,716,7158,215,2405,55,2050,739,971,82,31138,11294,0.350140056,15545,543,26561,13.33191548,14,30777,5338,17474,17653,6202,5594,1138,65827,14.7,40.47358834,10.02710027,29.57004475,1248,91.57908612,12.4,12.03696686,847,8.097774595,1563,25.45454546,22.51917134,5.36671641,67.2,261.3,1191,90.69199375,KANSAS,BUTLER,KS,218.5590494,0,0,0,142
20,171,63,50,0,880.0635496,4,39,18,0,22,98,39,1573,29,160,12,71,54,61,24.5,1511,304,1.094752737,554,38,887,21.83532826,2,1142,297,654,525,354,897,292.5,2757,15.9,100,13.61702128,41.90476191,1302,85.45696823,11.9,0,225,5.53224724,1704,16.66666667,26.14678899,9.576138148,78.9,225.6,2549,93.10960371,KANSAS,CHASE,KS,47.72700155,0,0,0,1.333333333
8,217,63,50,0,291.5116468,4,72,18,1,36,212,72,704,38,150,8,112,89,86,24.5,1832,330,1.104651163,679,49,1165,24.83898068,3,1474,498,728,807,576,897,292.5,3571,15.9,100,9.646302251,44.60966543,1302,85.45696823,14.2,0,654,7.516956682,1704,37.5,29.80769231,11.11111111,78.9,223.2,629,89.00856117,KANSAS,CHAUTAUQUA,KS,220.2693419,0,0,0,16.5
56,1418,137,83,17,1463.975247,7,394,13,6,309,1404,394,3321,48,960,26,822,449,360,38,11231,3046,0.237753232,5085,293,8021,16.72477151,9,9564,2375,5359,4919,2701,1865,295,21226,16.8,49.06263019,11.48325359,62.81764586,1173,88.62711864,14,11.13979791,634,7.677795363,317,34.61538462,26.46016048,6.610356225,76.3,261.9,2729,88.95527962,KANSAS,CHEROKEE,KS,265.0709501,0,0,0,55.66666667
20,145,63,20,0,1000.989891,2,108,18,2,64,92,33,636,20,130,7,48,44,55,24.5,1489,379,0.768639508,539,43,915,25.87752054,1,1307,285,554,1978.5,336,897,292.5,2678,15.9,100,10.23622047,38.29362918,1302,85.45696823,10.6,0,1664,5.25541194,1363,14.28571429,26.1732852,9.450171821,143.6,225.6,115,93.52571217,KANSAS,CHEYENNE,KS,134.6059716,0,0,0,3.666666667
20,123,63,50,0,686.1624008,3,108,18,0,14,93,25,1573,19,100,6,42,35,49,24.5,1249,292,0.910834132,480,23,775,21.6872994,1,967,191,585,441,236,897,292.5,2181,12,100,10.47120419,31.74603175,1302,85.45696823,11,0,2232,5.770167073,863,16.66666667,21.02564103,8.925318761,78.9,225.6,487,88.16097333,KANSAS,CLARK,KS,107.2796935,0,0,0,2.333333333
13,563,53,49,0,826.9422429,10,106,18,3,82,329,106,1516,0,325,8,215,174,129,16,4926,1394,0,1843,109,3218,20.98229985,4,4153,776,2060,1984,893,765,129,8531,9.7,49.53719977,9.129213483,41.33064516,1302,91.9379845,11.8,0,275,7.814773715,970,50,27.33009709,6.18705036,114.9,151.6,2503,95.22080356,KANSAS,CLAY,KS,203.8618355,0,0,0,17.66666667
29,573,67,44,0,1185.15183,3,134,11,2,106,405,134,1829,47,365,12,228,159,135,17,5893,1162,0.529995489,1900,120,3512,20.5810365,5,4336,945,1983,2687,1065,837,129,9397,23.3,43.98405539,9.19395466,39.44919985,1302,83.70155039,12.2,0,1008,7.451044745,343,41.66666667,28.89561271,6.276150628,92.2,309.7,2305,94.685836,KANSAS,CLOUD,KS,343.7631542,0,0,0,32.66666667
15,609,39,37,0,1437.970661,3,115,18,2,53,261,115,1378,31,235,10,311,160,124,16,5193,1220,0.382857849,1876,126,3147,18.4544813,4,4062,752,2036,1954,866,636,292.5,8502,13.7,70.89873271,6.821480406,27.12384852,1302,85.45696823,12.1,0,887,7.02719207,237,40,29.91159136,5.978784957,86.2,175.8,2160,94.70664012,KANSAS,COFFEY,KS,151.6481762,0,0,0,12.66666667
20,53,63,50,0,125.8486109,1,108,18,0,10,65,31,1573,3,70,8,39,46,52,24.5,1084,285,0.16882386,400,36,740,23.68008364,4,972,206,479,316,254,897,292.5,1913,6,100,8.43373494,31.64556962,1302,85.45696823,9.2,0,2046,8.647039262,1768,50,11.06471816,11.45374449,78.9,225.6,47,93.85267621,KANSAS,COMANCHE,KS,220.2693419,0,0,0,16.5
164,3094,239,131,27,2050.953398,17,498,34,14,493,2134,498,4886,663,1715,25,1059,529,584,55,18471,5127,1.959335658,8217,375,12672,16.22574956,11,15738,3744,8670,9812,4262,3313,480,36288,17.8,30.99887087,12.62421789,50.24459845,1011,81.98645833,14.5,10.67320236,127,7.694968577,1942,44,35.68627451,6.414762742,72.5,452.1,1705,81.81742922,KANSAS,COWLEY,KS,356.8830385,0,0,0,130
128,2614,279,151,36,5557.848975,25,492,20,17,439,2312,492,5088,546,2260,14,1281,620,616,59,20388,6011,1.487049596,9272,362,15179,14.11803562,8,17594,4876,8497,11069,5420,3699,474,39361,17.3,34.9287065,14.59476913,39.66031259,1392,85.35021097,16.5,13.22712442,2313,6.410793481,1534,57.14285714,30.76379899,6.899641577,77.5,326.4,184,88.61686919,KANSAS,CRAWFORD,KS,373.6297406,0,0,0,146.3333333
20,208,63,21,0,229.4345498,1,46,18,1,14,104,46,636,18,80,3,63,45,52,24.5,1663,429,0.644237652,599,48,999,27.02890979,2,1339,306,530,513,353,897,292.5,2871,15.9,100,5.280528053,27.29044834,1302,85.45696823,10.5,0,294,8.274744574,268,66.66666667,39.24528302,9.318996416,139.2,225.6,1,96.28993473,KANSAS,DECATUR,KS,175.9014952,0,0,0,3
40,1352,101,57,0,1085.62192,10,219,15,8,177,781,219,2437,46,860,14,600,208,340,24,10880,2675,0.247924976,4435,173,7234,17.94352798,6,9489,1897,4823,4824,2203,1675,290,19762,13.5,64.29077655,11.37566138,36.69154229,710,86.50862069,12.3,0,42,8.149233598,1830,42.85714286,28.03234501,6.841046278,58,202.6,2512,92.62024481,KANSAS,DICKINSON,KS,169.3879333,0,0,0,32.33333333
18,486,40,25,0,1686.680504,2,85,18,1,47,297,85,1179,35,295,16,291,138,127,15,4749,1082,0.465239931,1743,92,3204,16.53102747,9,3945,787,1694,2398,903,605,292.5,7864,9.6,70.19509125,9.44,19.59966639,1302,85.45696823,14.3,0,1393,6.12172358,562,56.25,28.68949233,7.004964148,62.8,226.6,729,90.85527145,KANSAS,DONIPHAN,KS,270.6131078,0,0,0,21.33333333
459,6331,558,247,59,4591.727159,89,661,38,61,500,3549,661,9071,1700,8725,45,3251,733,1413,61,61614,23687,1.619788094,29175,687,44604,9.672703431,15,59658,12600,20748,38992,13792,8801,994,112864,13.8,11.01275874,20.31668413,12.82314321,1546,84.4637827,16.9,7.809800903,2007,7.37246359,1286,33.33333333,30.51378446,6.562935439,45.3,409.1,1715,81.23017711,KANSAS,DOUGLAS,KS,402.9997817,1.985542603,0,0,455.3333333
20,116,22,50,0,151.8419447,2,46,18,1,35,131,46,587,103,105,3,67,68,83,24.5,1821,320,3.628038042,686,29,1205,19.36891574,2,1456,368,708,701,445,279,292.5,2979,15.2,100,7.553956835,49.92867332,1302,85.45696823,11.5,0,353,8.360023892,1488,66.66666667,16.38418079,11.4010989,78.9,225.6,20,79.1708126,KANSAS,EDWARDS,KS,220.2693419,0,0,0,16.5
20,162,22,50,0,1436.105428,1,48,18,0,28,158,48,631,15,140,3,91,79,63,24.5,1521,323,0.553301365,516,47,867,26.39705882,2,1121,364,594,625,422,221,292.5,2720,15.9,100,10.44776119,44.8,1302,85.45696823,14.2,0,203,3.180644456,222,66.66666667,27.27272727,10.53511706,78.9,225.6,1261,92.93574725,KANSAS,ELK,KS,113.4558657,0,0,0,3.333333333
156,1346,179,83,0,1644.732005,22,260,10,22,197,834,260,3697,209,1435,28,614,297,328,29,19571,4981,0.782712905,6738,245,13548,13.44095274,11,16520,2748,5898,8264,3034,2645,261,29053,14.7,25.55883593,12.2440273,23.83833495,735,88.9559387,12.9,0,1653,8.000143818,1322,39.28571429,22.82129535,5.285207863,59.2,542.8,291,91.25551963,KANSAS,ELLIS,KS,279.4363506,0,0,0,78
5,284,22,21,0,719.070004,3,85,18,2,26,172,85,1142,8,215,12,134,129,85,24.5,4037,718,0.130081301,1495,84,2258,18.86356637,5,2941,526,1124,1142,604,414,292.5,6494,9.7,54.10189318,8.382066277,22.76707531,1529,85.45696823,10.2,0,493,7.990904024,1960,41.66666667,25.26690392,7.089241034,64.9,77.1,2252,87.60419883,KANSAS,ELLSWORTH,KS,218.7938289,0,0,0,13
190,2820,404,117,0,3363.933608,18,287,31,21,823,2511,287,2869,3358,1810,37,886,351,1059,51,19994,4335,10.16528425,9426,223,14478,8.887096774,21,18281,5470,11401,10361,6443,5338,526,37200,22.1,18.58277137,15.11482255,79.43248721,1290,76.7661597,11.7,0,1956,7.890790769,1895,56.75675676,24.7346724,8.625885803,64.8,512.4,1783,45.50206105,KANSAS,FINNEY,KS,364.7506377,0,0,0,139.6666667
118,2564,306,86,0,4673.135595,20,278,37,14,639,2368,278,2925,4742,1855,45,721,298,1113,54,20129,3861,15.55366046,9184,206,12876,9.757711786,17,15953,5789,10288,8644,6811,4740,484,34752,22.8,19.29803829,16.84831971,73.92410921,1602,82.22107438,11.5,0,51,7.448293311,1658,37.77777778,24.9222395,10.01710017,52.6,341.4,2226,42.88242804,KANSAS,FORD,KS,458.9119506,0,0,0,153.6666667
95,1746,168,100,20,3795.937599,12,299,14,6,292,1235,299,3573,89,1090,18,998,407,384,35,13174,4023,0.369847075,6275,295,10063,14.82282097,7,12538,2260,6534,6545,2603,2472,360,25906,14.6,52.10064635,10.69151545,44.61420932,1375,78.77361111,14.1,11.09785534,906,6.847486673,1960,38.88888889,26.72176309,5.660377359,77.4,366.4,331,91.86687748,KANSAS,FRANKLIN,KS,277.4399514,0,0,0,73
289,3180,460,113,23,4362.309121,17,341,47,39,548,2788,341,2418,490,1280,27,1005,356,743,31,14746,6981,1.611471043,10383,199,12869,7.081787809,13,16606,4182,10195,7457,4868,5620,426,38013,17.5,11.67277807,11.24780316,73.48799785,212,73,18.4,11.16060597,1498,6.188129745,1906,48.14814815,31.19176067,6.738006711,74.4,818.2,445,60.18526363,KANSAS,GEARY,KS,481.2855495,7.278656069,0,0,161.3333333
20,86,63,50,0,776.0055147,6,108,18,1,64,105,34,618,4,70,12,45,47,70,24.5,1685,341,0.154320988,511,33,949,23.59838769,6,1336,276,621,1978.5,342,897,292.5,2729,20.2,100,5.93220339,38.29362918,1302,85.45696823,9.6,0,208,6.275270513,624,50,13.84863124,11.14649682,78.9,225.6,1,96.85068544,KANSAS,GOVE,KS,170.8914839,0,0,0,3
20,87,63,50,0,202.1442739,1,108,18,0,19,82,34,662,0,105,2,47,63,51,24.5,1500,304,0,470,30,961,26.02792863,1,1277,274,501,514,321,897,292.5,2578,14.2,100,9.090909091,36.96498055,1302,85.45696823,10.7,0,119,8.231238475,135,50,17.36526946,9.444444444,78.9,225.6,1355,90.21615472,KANSAS,GRAHAM,KS,90.07849698,0,0,0,2.333333333
